fold,epoch,valid_loss,valid_recon_loss, valid_kld_loss, train_loss, train_recon_loss, train_kld_loss, time
0,0,286895.42,-286761.16,134.26519653320312,307587.9725506757,-307301.6891891892,286.2867019240921, 1.2025482813517252
0,1,275892.76875,-275789.28,103.49224731445312,280001.8264358108,-279845.9805743243,155.84546042777396, 1.1746502280235291
0,2,272083.01125,-271996.1375,86.87060943603515,273601.8074324324,-273478.9349662162,122.87127211287215, 1.1962736606597901
0,3,270064.21625,-269979.66875,84.54278015136718,270962.2018581081,-270848.94763513515,113.25257306485562, 1.1881989558537802
0,4,268732.7825,-268645.33625,87.4446142578125,269239.5350506757,-269124.63175675675,114.90178061820366, 1.1956628998120626
0,5,267695.3475,-267602.78,92.56972137451172,267997.10304054053,-267881.2043918919,115.90050032332137, 1.2048956910769144
0,6,267009.21625,-266917.22875,91.9915234375,267074.7778716216,-266958.6516047297,116.1253922952188, 1.1922346552213032
0,7,266591.40125,-266498.75,92.65502899169923,266467.8644425676,-266352.10050675675,115.76488433013091, 1.1746695558230082
0,8,266385.76375,-266292.50375,93.25656188964844,266118.5633445946,-266001.9805743243,116.58527333027608, 1.1842650612195333
0,9,266340.76,-266247.11125,93.64604370117188,265979.8209459459,-265863.5109797297,116.31086947466876, 1.1895603696505228
0,10,263938.34875,-263834.23,104.11820281982422,264745.29983108107,-264625.10135135136,120.1941482956345, 1.182694133122762
0,11,261529.465,-261421.994375,107.47271514892579,262196.4355996622,-262071.54581925675,124.88742539689348, 1.2004172960917154
0,12,259359.899375,-259251.191875,108.70426971435546,259743.30236486485,-259616.83741554053,126.46760517842061, 1.194563130537669
0,13,257909.974375,-257807.166875,102.81025604248048,257904.53483952704,-257777.61359797296,126.92197706892684, 1.1919037143389384
