fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
0,0,nan,nan,307652236.53188777,nan,nan,1010702478.454932, 1.1818421800931296
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
0,0,17820487.673469387,17820487.673469387,35016.66796875,17866917.387755103,17866917.387755103,38244.51120057398, 1.1969882567723593
0,1,16927362.214285713,16927362.214285713,74072.15628985969,17527995.925170068,17527995.925170068,60163.48510576106, 1.1982898592948914
0,2,15227681.704081632,15227681.704081632,9097177.650908802,15712036.989795918,15712036.989795918,47464127.47565901, 1.1972219387690226
0,3,nan,nan,183455166673903.62,nan,nan,426001884346985.3, 1.1792951583862306
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
0,0,17884704.959183674,17884704.959183674,27334.155492665817,17889193.61904762,17889193.61904762,36397.031529017855, 1.1698623061180116
0,1,17875234.08163265,17875234.08163265,27620.442801339286,17878507.50340136,17878507.50340136,36726.9958678784, 1.193863848845164
0,2,17862209.591836736,17862209.591836736,28776.934929049745,17867300.986394558,17867300.986394558,37700.615885416664, 1.203308061758677
0,3,17843214.91836735,17843214.91836735,30946.76165896046,17851467.50340136,17851467.50340136,39401.34745695153, 1.2033854762713114
0,4,17810773.30612245,17810773.30612245,33862.61776546556,17826981.05102041,17826981.05102041,41966.810985331635, 1.202996035416921
0,5,17743831.204081632,17743831.204081632,37981.37798947704,17781735.585034013,17781735.585034013,45460.93270355017, 1.2000395695368449
0,6,17609296.244897958,17609296.244897958,43789.654057716834,17688261.05102041,17688261.05102041,50510.333705357145, 1.206520438194275
0,7,17413895.653061226,17413895.653061226,55487.30257493623,17521147.268707484,17521147.268707484,59772.047286883506, 1.2113255898157755
0,8,17120911.36734694,17120911.36734694,75089.30349170919,17284417.8707483,17284417.8707483,72946.83197810374, 1.2087785283724466
0,9,16840233.265306123,16840233.265306123,229133.00346779337,16968507.115646258,16968507.115646258,133416.34877232142, 1.2055264155069987
0,10,16469377.581632653,16469377.581632653,500062.0149872449,16631557.608843537,16631557.608843537,326796.36514136905, 1.2054062128067016
0,11,16517985.295918368,16517985.295918368,5595426.225845026,16242358.581632653,16242358.581632653,2709589.779443027, 1.1968907316525776
0,12,15733807.285714285,15733807.285714285,14295584.13552296,15739338.591836736,15739338.591836736,19479806.896603953, 1.20495449701945
0,13,nan,nan,11386190.89070472,nan,nan,93424910.01004465, 1.2053774118423461
0,14,nan,nan,94850914.15656888,nan,nan,81943286.5340136, 1.2045754432678222
0,15,nan,nan,173489018.81473213,nan,nan,314852370.5656356, 1.2000563542048137
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
0,0,17893753.040816326,17893753.040816326,27303.938815369896,17893752.234693877,17893752.234693877,36443.19262861394, 1.1462700605392455
0,1,17893877.42857143,17893877.42857143,27161.65840242347,17893383.578231294,17893383.578231294,36442.81267272534, 1.1367941975593567
0,2,17893080.57142857,17893080.57142857,26843.735491071428,17893713.95238095,17893713.95238095,36427.03288424745, 1.1572514454523721
0,3,17892556.14285714,17892556.14285714,26770.77317841199,17893448.744897958,17893448.744897958,36454.022680165814, 1.1868547081947327
0,4,17893403.30612245,17893403.30612245,26959.639488998724,17893240.829931974,17893240.829931974,36444.87926498725, 1.1959137638409933
