fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
0,0,0.153450117945405,0.9338041663687991,0.7094240603275009,0.2599379090484561, 2.276589560508728
0,1,0.12375298879888592,0.9628377087264623,0.7940554452090397,0.20523685400950767, 2.2376232703526813
0,2,0.10121135506778955,0.9704720724641656,0.8141778473732754,0.1936653483434118, 2.259033187230428
0,3,0.08889355711467868,0.9739449456861963,0.8180654128814535,0.18151718856716137, 2.3090726931889853
0,4,0.08870036964190706,0.9747080860658088,0.837159280836159,0.1751184287468339, 2.262388054529826
0,5,0.1658167865707026,0.9741446480734379,0.8341049620279146,0.17141247310257535, 2.2207354227701823
0,6,0.45895442028282857,0.9625402533320325,0.8357815307255347,0.16549308923370884, 2.2127939144770306
0,7,0.09328872949474168,0.9686611127671798,0.8395532698777003,0.16426293140983678, 2.269795219103495
0,8,0.0882565300360474,0.9784287326249556,0.8438027464120443,0.15887748094617712, 2.252237085501353
0,9,0.06960670074105871,0.9791209468096251,0.8524884402722688,0.16124936759544753, 2.140327831109365
0,10,0.07024369627113777,0.9781078599712338,0.8552354895720042,0.15477518331763163, 2.250128122170766
0,11,0.08771227773193423,0.9796085503495054,0.8455228525579512,0.15675078064352146, 2.213278090953827
0,12,0.06900999236053654,0.9803047735689656,0.8596600988553729,0.15431391338573858, 2.33624937136968
0,13,0.09318092431188846,0.9793239088793602,0.8615766462345126,0.15516872377511823, 2.2060946067174276
0,14,0.09423382524686048,0.9796294572786013,0.8517977013493485,0.15733727279078014, 2.2041030446688334
0,15,0.16941094611372268,0.9772743928785155,0.8572238427110657,0.1575048957265546, 2.2591582338015237
0,16,0.08269389151899638,0.9785674002675787,0.8599125394181966,0.15314849794740934, 2.274248007933299
0,17,0.1845510840339928,0.9772866073209622,0.8530144466191649,0.152702877961644, 2.2602198481559754
0,18,0.3845244659685853,0.9787332319309804,0.8490476198806325,0.15132962741657813, 2.231672290960948
0,19,0.15157400939746626,0.9778811059660582,0.833924531313309,0.15123890096093623, 2.2018290797869366
1,0,0.44077281789778144,0.9426337844883774,0.7079463194466659,0.25909735720452604, 2.2541996121406553
1,1,0.23930243076756597,0.9543622719702225,0.7905469341439554,0.20694627917884867, 2.2727712472279866
1,2,0.20805833085763212,0.9565245280242023,0.8108157384231122,0.19219327254575633, 2.236771337191264
1,3,0.2956179691887252,0.9629857432728022,0.821289374880046,0.18034532405499396, 2.21735037167867
1,4,0.1679967892313452,0.9658448969633099,0.8337254910780927,0.17703712824732065, 2.2906460523605348
1,5,0.1539167569788667,0.9741861247230956,0.8432287043441985,0.1687101107597554, 2.2558971643447876
1,6,0.12598334573095246,0.9767030866870222,0.8411125836012305,0.16941115276279803, 2.2457308053970335
1,7,0.0731423150781276,0.969715076773391,0.839955977737882,0.1655888880688545, 2.2722582976023356
1,8,0.1165274691373604,0.9789293374271949,0.8448391442686007,0.1610036695021249, 2.2102839509646097
1,9,0.10869007422208633,0.9729424247151973,0.8624823151243255,0.16055942349196065, 2.196964426835378
1,10,0.08756932532129695,0.9785419972246988,0.8410135174759559,0.15793147453876707, 2.3410409887631736
1,11,0.22735916573687323,0.9797915421805163,0.8526405526944321,0.15141080449047012, 2.324262523651123
1,12,0.08794006961872991,0.9775889335053246,0.8566880901067323,0.1501910417470574, 2.249260214964549
1,13,0.24117108996795986,0.9730149994851951,0.8640905059123963,0.15109461830171825, 2.261082049210866
1,14,0.11857617411249298,0.9746858303025779,0.8622539778058559,0.1501416085671228, 2.3381957451502484
1,15,0.11602065684653971,0.9750054290573944,0.8633399982739961,0.15287322866600514, 2.252967119216919
1,16,0.32322896695553266,0.9757456392567085,0.8643084763784039,0.14978338313387188, 2.240219004948934
1,17,0.09368827402453908,0.9795676357140705,0.86211355672755,0.15133893877651136, 2.257769783337911
1,18,0.07124977116473019,0.9782962096711707,0.8554273825517669,0.14586876613740513, 2.2351711352666217
1,19,0.41034752956819626,0.9708410535353766,0.8469202159704008,0.1509931603364241, 2.2942060033480325
2,0,0.31819719321816703,0.9323452769413612,0.708886018093291,0.2565962350325418, 2.216482734680176
2,1,0.3086963501065133,0.9507536522855019,0.7956218936563885,0.20396347743376683, 2.258379896481832
2,2,0.5460912879575424,0.9569052883522225,0.8111508978226685,0.1924063493465992, 2.24686975479126
2,3,0.0899252491356919,0.9660315400523029,0.815459187102826,0.17949726706256672, 2.2143914381663006
2,4,0.11866451435180723,0.9650468883205456,0.83582416010345,0.17554096703981462, 2.2648176829020183
2,5,0.07787940946255563,0.9734060790733085,0.8409214369989613,0.17079907142696585, 2.275278266270955
2,6,0.32060756425050146,0.9674136521175187,0.8416943348933673,0.16518028599976683, 2.205743165810903
2,7,1.94197379246031,0.9701569533360571,0.844478568662422,0.1645560167590473, 2.2373285333315533
2,8,0.07002993970539192,0.9771464807812179,0.8420046324904948,0.15961401640884199, 2.2348063866297405
