fold,epoch,val_loss,val_auc,tr_auc, time
0,0,0.14311491283683145,0.9197122410616129,0.8589763039042152,10.924123390515645
0,1,0.1210040034042025,0.941136474122046,0.9350729441291488,10.884703334172567
0,2,0.11603364492861593,0.9463482479286727,0.9529778147017192,10.661805852254231
0,3,0.10560366503742276,0.9517374527500009,0.9668322926468744,10.677751930554708
0,4,0.12251860113358315,0.9487726014743558,0.9738489457405773,10.746729155381521
0,5,0.11494412552565336,0.9500297166978171,0.9771050284165883,10.683038318157196
0,6,0.12994074000387776,0.9475174343954818,0.9830286275134419,10.747506499290466
1,0,0.1402724066711202,0.9237765945958594,0.8571258221924438,11.055795061588288
1,1,0.11523202650857214,0.9463379429732914,0.9384009239164148,10.530748458703359
1,2,0.1053498608478326,0.9530008405161166,0.9543297934587005,11.142946414152782
1,3,0.10951009864101605,0.9465797563403171,0.9639351403361367,10.859402414162954
1,4,0.10710766364117058,0.9516137789448614,0.9728935463504678,10.404972438017527
1,5,0.1053554579159435,0.9567395923886796,0.9763293055537361,12.776060966650645
1,6,0.09974115901645653,0.9580264639588969,0.9845934925756556,10.477269144852956
2,0,0.14684386680624922,0.9288800227737272,0.8502475580954477,10.86360908349355
2,1,0.11894156856044215,0.9398048574752239,0.9331716230321957,14.469882420698802
2,2,0.10627076090598593,0.9516624865838389,0.9564839963948699,10.548841806252797
2,3,0.10622249684315554,0.9516626740651283,0.9695045406116923,10.546773521105449
2,4,0.11270931950409194,0.9476369258348016,0.977095058013063,10.548605819543203
2,5,0.15171023628351335,0.9330715044638546,0.9816403375566825,14.92353253364563
2,6,0.1328794790850002,0.9507114689953942,0.9832951720185628,14.664914524555206
3,0,0.15373712299125536,0.924918908841143,0.8658769407547502,15.578915890057882
3,1,0.11752891439792452,0.9452341868306129,0.933680854052044,14.92227105696996
3,2,0.12127510233953291,0.9440729155754225,0.9549771262835072,12.93218723932902
3,3,0.11392980422444489,0.9468762050521633,0.9696564102717888,14.493744738896687
3,4,0.11239012432455713,0.948462246657102,0.9774941797349818,14.701543271541595
3,5,0.11257858116331758,0.9508828044479753,0.9817789802049346,10.454964776833853
3,6,0.11546630679382658,0.9411126367923883,0.9853972532880707,10.540857589244842
